CustomerID,Segment,Age,Country,Plan,ContractType,AutoRenew,TenureMonths,MonthlyCharges,Upgrades,Downgrades,IsPromoEligible,LoginsLast30d,SessionsPerUserLastMonth,PeakUsageTimeOfDay,ActiveDaysLastMonth,LastLoginDaysAgo,UsageTrend3m_Hours,AvgMonthlyUsageHours,SupportTicketsPerMonth,NPS,PaymentDelayDays,FailedPayments_12m,TotalSpend,Churn
C04317,SmallBiz,19,Canada,Basic,Quarterly,1,66.33862332,57.94,0,2,0,21,9.6,Morning,24,9,184,132.2073928,1,47,3,6,3110.34,0
C04318,Individual,66,USA,Standard,Quarterly,1,1.767208345,87.05,1,1,0,13,9.9,Morning,30,0,118.8,21.15887435,4,-14,2,0,599.14,1
C04319,Individual,48,Germany,Standard,Monthly,1,5.463959039,123.92,0,1,0,23,9.4,Afternoon,27,20,124.2,60.19832585,1,62,0,1,1013.58,1
C04320,Individual,65,Canada,Basic,Monthly,1,37.82606028,55.71,0,1,1,29,5.9,Night,18,19,30.4,150.9223609,0,-15,3,3,2227.92,0
C04321,Individual,27,India,Basic,Monthly,1,34.23605602,177.24,0,0,1,24,6.9,Morning,14,36,55.5,42.72933316,1,21,8,0,4402.14,0
C04322,Enterprise,33,Canada,Basic,Monthly,1,16.39451636,15.28,0,0,0,25,8.4,Evening,10,26,2.6,38.42855218,4,-13,3,1,152.08,1
C04323,SmallBiz,54,India,Standard,Monthly,1,1,23.37,0,1,0,24,6.3,Afternoon,23,19,196.7,19.91881584,0,40,3,1,50.64,1
C04324,Individual,37,USA,Standard,Monthly,0,9.186803719,100.66,1,1,0,27,10,Morning,25,52,34.7,57.96254137,1,8,0,1,1329.53,1
C04325,SmallBiz,20,Canada,Premium,Annual,1,12.87896399,75.12,1,0,1,28,0.2,Morning,16,3,84.9,29.25234971,3,14,4,1,478.96,1
C04326,Enterprise,52,UK,Basic,Quarterly,1,8.95349166,69.16,1,0,0,27,3.3,Afternoon,23,25,1,28.0780275,2,6,4,1,478.45,1
C04327,Individual,51,India,Basic,Monthly,1,17.67357475,96.74,0,1,1,27,6.2,Evening,10,23,75.6,116.7342976,3,-7,4,2,1669.92,0
C04328,Enterprise,38,UK,Basic,Quarterly,1,18.56001793,118.96,0,0,0,21,7.2,Afternoon,22,3,123.3,28.43643599,3,-35,3,3,1932.83,1
C04329,Individual,53,India,Basic,Monthly,0,15.93477137,38.18,1,1,0,24,7,Night,10,3,195.3,107.2444931,0,7,1,2,484.17,0
C04330,SmallBiz,49,UK,Standard,Monthly,1,27.00437733,171.32,0,1,1,18,9.2,Night,22,13,172.8,113.1181298,2,-15,1,1,2867.5,0
C04331,Individual,35,USA,Standard,Monthly,0,15.85379311,75.3,0,0,0,24,9.8,Afternoon,24,0,147.5,57.16162067,2,-20,3,3,330.49,1
C04332,Individual,51,USA,Premium,Annual,0,10.76511498,103.52,0,0,0,21,3.4,Evening,14,33,146.4,43.10804121,1,23,1,2,1244.45,0
C04333,Individual,55,Germany,Basic,Annual,1,42.4107136,117.68,1,0,0,20,10,Afternoon,21,13,83.7,18.61166921,2,-9,1,0,4186.95,0
C04334,Individual,20,Germany,Basic,Monthly,0,37.47477855,133.15,2,0,1,21,2.8,Evening,15,37,67.9,102.3183048,1,-24,4,0,3302.17,0
C04335,Individual,20,Germany,Standard,Monthly,0,1.885662252,31.43,0,2,0,23,5.1,Night,15,31,144.9,59.5733085,0,-3,3,4,82.44,1
C04336,Individual,44,Canada,Standard,Monthly,1,24.01327514,170.46,1,0,1,14,5.5,Morning,26,39,197.5,204.9193399,2,-67,1,3,3484.25,0
C04337,Individual,19,India,Standard,Annual,0,51.36120575,22.2,0,0,0,25,8.7,Night,28,11,84.4,4.828085005,2,51,1,1,1416.65,0
C04338,Enterprise,20,Canada,Standard,Monthly,1,48.83422594,51.6,0,1,0,19,3.1,Night,17,34,141,159.7764419,1,8,1,1,2650.19,0
C04339,Individual,34,Germany,Standard,Monthly,0,38.732295,28.7,1,0,0,22,9.2,Afternoon,10,30,177.8,156.4111278,2,-11,3,1,915.4,0
C04340,Individual,63,India,Standard,Quarterly,1,32.53616909,155,0,0,0,23,3.1,Night,29,27,199.8,140.4292341,0,83,2,1,5940.52,0
C04341,Individual,56,Canada,Standard,Monthly,1,46.49667804,145.55,1,1,0,19,7.6,Afternoon,20,27,111.4,59.72020833,2,-6,1,3,5939.57,1
C04342,Individual,55,USA,Basic,Monthly,1,42.77806184,66.79,0,0,0,19,2.2,Afternoon,15,22,171.6,2.713192047,1,23,2,0,2753.1,0
C04343,SmallBiz,57,India,Standard,Quarterly,1,55.9409293,158.58,0,1,0,11,6.9,Morning,25,19,79.5,131.4832587,0,95,1,0,6361.93,0
C04344,SmallBiz,36,Germany,Standard,Annual,1,5.113952316,182.72,0,1,1,31,1.6,Evening,26,10,197.9,93.84561304,1,30,2,1,2596.75,0
C04345,Individual,36,USA,Basic,Monthly,1,26.31772385,45.06,0,1,1,21,8.3,Morning,16,23,194,50.84104244,1,6,1,0,1448,0
C04346,Individual,61,India,Standard,Quarterly,0,30.86343533,79.82,2,0,1,15,4.6,Morning,16,11,79.8,207.97117,4,29,2,1,3415.95,0
C04347,SmallBiz,22,Canada,Standard,Annual,0,12.31060976,110.54,1,0,0,21,8.6,Morning,19,0,116.6,44.2089472,1,10,6,0,1312.61,0
C04348,Individual,22,Germany,Standard,Monthly,1,56.0022193,67.92,1,1,0,18,9.6,Afternoon,30,3,5.9,184.3156456,0,55,2,2,3992.59,0
C04349,SmallBiz,31,Canada,Basic,Annual,1,52.24627641,136.29,0,1,0,22,7.5,Night,18,25,30.5,122.1401736,0,57,2,0,7752.02,0
C04350,Individual,44,USA,Premium,Monthly,1,9.158874509,168.41,0,0,0,21,6.3,Evening,27,28,27,3.584395588,2,26,0,1,2244.02,0
C04351,SmallBiz,66,USA,Basic,Monthly,1,33.81601828,148.83,0,0,0,24,1.7,Morning,29,16,166.7,81.89346184,0,15,1,0,4031.4,0
C04352,Individual,65,USA,Standard,Quarterly,1,33.02288274,189.31,0,1,1,31,9.7,Afternoon,24,27,29.6,54.29345032,3,63,4,4,6703.11,1
C04353,Individual,53,India,Standard,Annual,1,48.30823442,83.68,0,0,1,22,8.2,Afternoon,29,27,71.1,24.9700218,2,48,1,1,3643.66,0
C04354,Enterprise,57,Germany,Standard,Monthly,1,56.25987799,44.64,1,0,0,12,5,Afternoon,17,19,69.1,167.0320223,4,-8,3,0,2665.53,0
C04355,Individual,52,USA,Basic,Monthly,1,26.55825919,175.29,2,0,0,23,4.7,Night,13,19,141,148.5813555,1,5,1,1,3327.87,0
C04356,Individual,38,Canada,Standard,Quarterly,0,38.00282136,197.74,2,2,1,24,9.2,Night,21,23,73.2,123.1598487,4,14,1,1,9324.33,0
C04357,Individual,22,Germany,Premium,Quarterly,0,27.56563278,94.97,2,0,0,22,4.3,Evening,14,6,6.6,11.69394376,4,43,2,0,3224.45,0
C04358,Individual,41,Canada,Standard,Quarterly,1,57.69783063,46.26,0,0,0,23,6.1,Afternoon,16,0,187.9,105.7278782,1,-49,0,1,2504.03,0
C04359,Individual,56,Canada,Standard,Monthly,1,57.1263733,64.71,3,1,1,7,0,Night,13,36,185.4,66.81361539,4,27,3,0,3394.5,0
C04360,Individual,67,USA,Standard,Quarterly,0,7.401885936,93.84,0,2,0,34,7.9,Night,12,33,47.6,22.0077685,2,49,2,0,414.86,1
C04361,Individual,41,Germany,Standard,Monthly,1,30.05822422,36.71,1,0,0,14,5.8,Night,21,4,135.7,148.7782852,2,-25,2,0,1231.25,0
C04362,Individual,57,UK,Basic,Monthly,1,48.28258706,84.31,0,1,0,19,4.2,Night,9,0,24.9,12.16932881,2,34,2,1,2804.8,1
C04363,SmallBiz,60,India,Basic,Annual,0,47.14093093,142.35,0,0,0,21,3.9,Afternoon,25,0,114.7,198.8251957,1,82,0,0,4458.66,0
C04364,Individual,63,UK,Standard,Monthly,1,10.81292287,108.79,0,2,1,16,1.7,Afternoon,21,17,139.2,79.08444678,3,17,1,2,1312.51,0
C04365,Individual,67,India,Standard,Monthly,1,26.02186687,159,0,0,0,25,1.4,Morning,18,34,45.4,46.14918996,2,27,2,0,3798.82,0
C04366,SmallBiz,30,Germany,Standard,Quarterly,1,64.55214568,30.12,0,1,0,14,2.6,Night,15,17,69.2,165.0282788,3,0,4,0,1671.23,0
C04367,Individual,55,USA,Premium,Annual,1,10.24391643,169.4,0,0,0,22,4.6,Afternoon,13,0,136.6,67.96194387,2,-5,3,0,1008.29,1
C04368,Individual,62,Germany,Basic,Quarterly,1,15.20912247,73.45,0,0,0,20,7.6,Night,14,7,53.7,105.8501927,0,20,5,2,1839.83,0
C04369,Individual,18,UK,Standard,Monthly,1,20.57055367,77.16,1,0,0,21,8.2,Night,10,22,143.8,24.61179981,1,-32,4,1,991.75,0
C04370,Individual,60,Canada,Basic,Monthly,0,16.14353093,122.61,2,1,1,30,1.3,Morning,30,18,82.4,157.8985545,2,47,1,1,1414.53,0
C04371,Individual,56,India,Premium,Annual,1,49.83221764,146.89,1,2,0,15,4.2,Night,21,30,34.9,94.1955221,0,23,2,0,6560.51,0
C04372,Individual,27,India,Basic,Annual,1,13.04698334,39.39,0,0,0,16,8.8,Afternoon,17,5,36.3,131.01396,1,32,2,0,517.81,0
C04373,Individual,19,UK,Basic,Monthly,1,60.63009399,13.85,1,1,0,22,9.8,Night,29,24,152.4,9.409594623,2,7,3,1,954.61,0
C04374,Individual,33,USA,Standard,Monthly,1,21.47264855,62.59,0,0,0,21,1.3,Afternoon,20,24,100.3,45.63123175,2,37,0,3,1533.09,0
C04375,Individual,54,Germany,Standard,Monthly,1,1,72.47,0,1,0,26,3,Afternoon,11,16,151.6,59.52684297,2,7,4,1,253.13,1
C04376,Individual,33,UK,Premium,Annual,0,29.13368572,38.95,1,1,1,19,7.1,Night,10,8,173.4,204.7707032,1,17,1,0,1355.83,0
C04377,Individual,40,Germany,Basic,Quarterly,1,11.64200697,155.75,2,0,1,23,3.7,Night,9,3,94.5,43.55946009,2,-6,5,3,1355.95,1
C04378,SmallBiz,43,USA,Basic,Quarterly,1,38.02294535,134.6,0,1,1,16,6.4,Afternoon,16,16,93.2,146.1282822,1,76,5,1,4579.74,0
C04379,Individual,33,Canada,Standard,Monthly,1,49.46238179,48.64,0,0,0,20,3.2,Afternoon,30,2,122.3,147.4185427,1,9,1,0,3122.14,0
C04380,Individual,44,Germany,Basic,Quarterly,1,11.77744994,39.47,1,0,0,22,5.8,Afternoon,11,5,18.8,8.588369704,4,-3,5,2,235.37,1
C04381,Individual,64,USA,Standard,Quarterly,0,26.75000397,102.42,0,0,1,23,0.9,Evening,17,30,110,74.67310204,2,26,2,3,1822.2,1
C04382,Individual,58,UK,Premium,Monthly,1,17.13141469,172.49,2,0,1,19,9,Morning,15,24,16.4,23.88797161,0,19,1,0,4347.2,0
C04383,Individual,47,Canada,Standard,Quarterly,0,34.93507667,81.39,1,1,0,13,9.6,Morning,25,9,180.6,169.4716329,4,34,2,0,3628.82,0
C04384,Individual,50,Canada,Standard,Annual,0,49.22543271,129.65,1,0,1,11,4.1,Evening,30,53,51.5,101.1362412,3,-5,1,4,5000.07,0
C04385,SmallBiz,49,Canada,Basic,Annual,1,46.56311497,52.42,0,1,0,22,9.4,Night,9,35,188,64.29928409,2,-21,2,1,2243.48,1
C04386,Individual,26,India,Basic,Monthly,1,43.74362051,181.98,0,0,0,16,3.4,Night,16,40,25.9,31.6914336,3,-30,1,1,5477.47,0
C04387,Enterprise,28,USA,Basic,Monthly,0,64.6052589,164.93,1,1,0,13,7.7,Evening,23,12,10.2,63.58873113,2,12,4,1,9627.68,0
C04388,Individual,54,Germany,Premium,Monthly,1,24.68231193,168.1,0,0,1,18,9.5,Night,24,38,8.2,56.74250413,2,43,6,3,7460.78,1
C04389,Individual,23,UK,Standard,Monthly,1,25.31555042,12.05,0,1,0,31,2.5,Morning,1,19,82.6,66.34273261,0,-10,1,1,274.62,1
C04390,Individual,47,Canada,Standard,Monthly,0,42.46634996,102.92,0,0,0,29,3.6,Afternoon,12,36,113.3,61.16487366,2,100,1,1,3566.07,0
C04391,Individual,57,Canada,Standard,Quarterly,1,58.92028158,15,0,0,1,20,0.5,Evening,26,0,56.2,74.76886139,1,30,3,3,701.54,1
C04392,Individual,32,Canada,Standard,Annual,1,31.69824631,171.16,1,1,1,38,7.8,Afternoon,13,0,35.6,94.79442183,2,0,3,0,2845.48,0
C04393,Individual,65,USA,Standard,Quarterly,0,17.34345449,42.68,0,0,0,26,1.7,Morning,30,37,150.1,35.70400629,2,-12,3,0,202.38,1
C04394,Individual,47,UK,Premium,Annual,1,22.38816294,147.65,1,1,0,20,8.2,Morning,30,32,125.2,78.93163636,0,16,1,0,1771.22,0
C04395,Enterprise,35,USA,Standard,Quarterly,1,35.3961186,57.14,0,1,0,13,1,Evening,28,18,62.1,105.5729205,2,18,1,1,2278.99,0
C04396,SmallBiz,29,UK,Basic,Annual,1,44.00405856,168.58,0,0,1,22,1.2,Night,10,28,90.4,83.73133375,2,-26,3,2,8021.12,0
C04397,Individual,21,Germany,Basic,Monthly,1,9.424702102,69.63,2,0,0,23,7.9,Evening,15,9,129.5,160.1753186,2,63,1,0,1520.21,0
C04398,Individual,33,India,Basic,Monthly,1,52.06972485,17.78,0,1,1,20,5.8,Morning,24,14,142.1,106.2579956,1,-13,0,1,782.77,0
C04399,Individual,40,UK,Basic,Monthly,1,24.87988237,18.99,0,0,1,23,4.2,Afternoon,10,6,198.1,205.4028012,2,14,1,0,436.27,0
C04400,Individual,28,USA,Basic,Annual,1,17.60122871,173.04,0,2,1,28,8.3,Evening,8,44,16.7,2.555585041,1,31,2,2,2877.36,1
C04401,Individual,41,USA,Basic,Monthly,1,13.69496004,179.98,0,0,1,18,3.7,Morning,26,10,59.9,6.201773021,0,11,5,0,1198.19,1
C04402,Individual,39,USA,Basic,Quarterly,1,39.17927369,151.74,1,0,1,21,1.1,Evening,20,15,87,65.45891693,1,55,4,1,4754.94,0
C04403,Individual,56,India,Basic,Quarterly,0,41.91107671,194.56,0,0,0,13,5.5,Afternoon,30,0,44.3,5.543815179,1,-46,2,1,12573.25,0
C04404,Individual,32,UK,Basic,Quarterly,1,1,183.69,0,0,0,18,5,Afternoon,24,0,55.2,101.0227067,1,-45,3,2,1020.34,1
C04405,Enterprise,66,UK,Standard,Monthly,0,3.887641355,146.25,1,1,0,25,3,Afternoon,24,32,73.9,28.75442326,0,53,2,1,1115.64,1
C04406,SmallBiz,32,UK,Basic,Monthly,1,10.7345584,12.37,0,0,0,22,7.5,Afternoon,14,0,148.9,34.51266214,0,65,5,0,12.92,1
C04407,Enterprise,27,UK,Premium,Monthly,0,29.67239756,45.73,1,0,1,35,0.3,Night,11,20,75.4,34.84991699,0,50,1,2,371.58,1
C04408,Individual,45,Canada,Basic,Monthly,1,1,51.54,1,1,1,14,3.3,Evening,24,35,10.8,37.39583072,2,42,3,0,203.19,1
C04409,Individual,53,Canada,Basic,Monthly,1,38.88020218,63.19,0,1,1,14,3.7,Morning,22,21,156.4,53.14478454,2,3,3,1,2222.22,0
C04410,Individual,34,USA,Standard,Monthly,1,48.31366901,61.49,1,0,0,16,6.4,Morning,7,3,198.8,8.672532075,2,47,3,3,2433.1,1
C04411,Individual,53,Canada,Standard,Monthly,0,27.38164952,46.27,0,1,0,29,0.7,Afternoon,18,25,32,27.8533747,2,-11,6,0,1107.11,0
C04412,Individual,39,UK,Premium,Quarterly,1,27.41308378,102.31,0,0,1,27,6,Morning,19,43,159.3,140.9819949,1,49,2,2,3145.35,0
C04413,SmallBiz,40,UK,Basic,Quarterly,1,7.546497447,192.59,0,0,1,25,0.1,Night,17,4,124.7,147.7825232,2,32,2,0,2251.42,0
C04414,Individual,46,Canada,Basic,Quarterly,1,49.40120495,18.76,0,0,1,22,5.2,Afternoon,11,20,174.5,124.1784467,3,23,5,0,777.08,0
C04415,Individual,39,Germany,Basic,Quarterly,1,31.46793239,42.29,0,0,1,15,9.8,Night,28,6,24.2,15.77114627,0,2,3,3,1088.6,0
C04416,Individual,28,USA,Basic,Monthly,1,61.75992972,79.29,0,0,0,14,9.4,Night,30,26,170.3,14.80834406,2,76,2,2,3964.14,0
C04417,Individual,53,India,Standard,Quarterly,1,16.38160915,125.81,0,0,1,19,6.4,Afternoon,17,20,59.7,54.36174873,0,5,3,0,1879.61,0
C04418,Individual,61,USA,Standard,Monthly,1,33.23241758,35.57,1,1,0,19,2.4,Morning,15,1,88.9,46.71902731,0,4,2,1,1731.13,0
C04419,Individual,46,USA,Basic,Annual,1,27.98275191,116.35,1,1,1,21,7.1,Afternoon,16,16,151.8,76.91973796,1,-27,3,0,3374.65,0
C04420,Individual,59,USA,Standard,Quarterly,1,36.33862363,35.34,0,1,0,13,5.2,Afternoon,16,21,3.8,15.9557364,3,0,3,0,1319.99,0
C04421,Individual,49,Canada,Standard,Annual,1,1.121257446,48.75,1,3,0,21,4.9,Afternoon,12,25,82.3,11.60961781,1,31,5,2,663.49,0
C04422,Enterprise,31,USA,Basic,Monthly,1,37.22176941,13.32,0,0,0,15,2,Evening,21,41,107,174.2816979,5,-37,1,0,432.29,0
C04423,Individual,35,UK,Basic,Annual,1,1,192.49,0,1,0,20,4,Evening,25,25,195.6,73.32866872,2,4,1,2,823.95,1
C04424,SmallBiz,55,USA,Basic,Monthly,1,26.95489384,59.6,0,1,0,18,7.7,Afternoon,17,18,109.5,145.5446373,1,-10,1,0,2013.8,0
C04425,Individual,54,UK,Basic,Quarterly,1,18.9792626,126.21,0,1,0,20,9.7,Night,15,0,23.9,77.16814946,2,-31,3,1,2153.89,1
C04426,Individual,51,Canada,Standard,Monthly,1,42.44886223,57.08,3,0,0,19,8.5,Night,25,29,3.7,52.18671896,2,38,2,0,1931.57,0
C04427,Individual,62,Canada,Premium,Monthly,1,61.00987598,186.06,3,1,0,16,3.2,Morning,22,34,156.9,85.20200208,3,32,2,1,12663.91,0
C04428,Individual,40,USA,Premium,Monthly,1,28.69168715,18.59,0,0,0,25,6.8,Morning,23,20,125.4,99.98284635,1,25,3,1,309.72,0
C04429,Individual,49,UK,Premium,Monthly,1,34.54104262,103.89,1,0,1,24,9.8,Afternoon,12,1,149.7,17.83085445,1,54,4,1,4660.93,1
C04430,SmallBiz,63,UK,Standard,Monthly,0,29.86149443,72.1,0,1,0,20,6.9,Afternoon,30,3,141.1,89.37730896,1,27,2,1,2780.59,0
C04431,SmallBiz,20,UK,Basic,Monthly,1,21.690067,79.49,0,1,1,22,0.8,Afternoon,30,27,53,44.95976769,0,10,0,1,1397.31,0
C04432,Individual,60,UK,Basic,Annual,1,47.10299618,29.19,0,0,0,20,8.2,Night,18,38,3.1,194.8309562,1,-3,2,1,1028.25,0
C04433,Individual,39,India,Basic,Monthly,1,21.05359156,84.49,1,2,0,10,4.8,Afternoon,19,16,5.4,124.0358024,2,32,1,0,1817.7,0
C04434,Enterprise,40,Canada,Premium,Monthly,1,44.52388322,149.37,0,0,1,16,2.7,Morning,26,40,84.3,155.9215717,1,55,3,3,6623.09,0
C04435,Individual,21,UK,Basic,Monthly,0,31.52231509,139.94,0,1,0,17,1.4,Night,13,27,185.8,99.44646552,1,10,1,1,5222.52,0
C04436,Individual,30,India,Standard,Monthly,1,1,184.57,1,0,0,20,6.6,Afternoon,21,0,26.4,46.99884285,1,52,0,3,1017.42,1
C04437,Individual,49,India,Standard,Monthly,1,25.38331812,21.28,1,1,0,22,5.5,Evening,19,3,99.5,95.69933216,4,54,2,2,528.31,0
C04438,SmallBiz,46,Canada,Basic,Annual,1,32.65613199,181.6,0,0,1,21,4.5,Afternoon,18,22,76.4,126.2493977,1,-17,4,2,5735.76,0
C04439,Enterprise,57,Germany,Basic,Annual,0,24.71767711,95.75,0,0,0,24,0.6,Night,18,30,199.1,162.1881918,1,24,4,2,2156.02,0
C04440,Individual,57,USA,Basic,Monthly,1,44.83874867,89.9,1,0,1,23,5.1,Evening,14,0,68.8,121.6086274,0,81,3,0,4194.16,0
C04441,SmallBiz,62,Canada,Basic,Quarterly,1,53.94871337,91.8,0,0,1,12,8.7,Morning,11,12,32.5,14.59772225,1,11,3,2,3765.95,0
C04442,SmallBiz,27,Germany,Basic,Annual,1,56.99352051,142.01,1,0,1,21,3,Afternoon,26,1,77.3,18.74618617,1,-16,5,1,8578.47,0
C04443,Individual,30,USA,Basic,Annual,1,44.8829629,95.11,1,0,0,19,8.7,Morning,17,14,73.2,32.71939939,2,-34,3,0,4255.52,0
C04444,Individual,62,USA,Basic,Monthly,1,47.13090273,195.77,1,0,1,25,5.3,Evening,22,5,74.1,82.45022662,3,97,1,0,13059.54,0
C04445,Individual,34,USA,Basic,Quarterly,1,3.006805696,139.27,1,0,0,28,5.4,Afternoon,22,16,134.3,19.63797378,3,8,0,1,164.71,1
C04446,Enterprise,55,India,Basic,Monthly,1,39.65280283,125.11,0,0,0,23,3.5,Night,25,18,132.6,207.97117,0,-5,1,0,4917.65,0
C04447,Individual,19,UK,Standard,Monthly,1,5.790537586,39.93,1,1,0,20,7.6,Night,12,26,170.2,34.33336866,0,-62,2,0,253.83,1
C04448,SmallBiz,34,USA,Standard,Monthly,1,37.99646983,55.19,1,0,0,13,9,Night,14,37,183.9,167.740282,2,2,2,1,1678.91,0
C04449,Individual,61,UK,Standard,Monthly,0,9.46423449,139.31,0,2,1,18,6.5,Morning,7,48,70.4,79.22719464,2,12,3,1,3787.59,1
C04450,SmallBiz,43,USA,Basic,Monthly,0,10.64951857,81.89,1,0,0,25,1.8,Morning,17,26,126,131.2990698,0,27,2,2,784.71,0
C04451,Individual,55,India,Standard,Monthly,1,66.25024197,155.7,1,0,0,14,1.4,Morning,27,30,140.3,56.22107781,0,10,3,0,10042.85,0
C04452,Individual,54,USA,Basic,Annual,0,4.307785251,91.44,2,0,0,22,9.4,Night,21,26,129.3,22.33205699,3,41,1,1,580.8,1
C04453,SmallBiz,22,Canada,Basic,Quarterly,1,48.21255309,175.65,1,0,1,20,9.9,Evening,21,0,108,15.91681684,1,-3,3,1,10625.8,0
C04454,SmallBiz,42,Germany,Premium,Monthly,1,58.75570546,123.27,0,0,0,16,2.8,Afternoon,16,18,149.5,158.1375303,1,50,4,2,9358.74,0
C04455,SmallBiz,26,USA,Standard,Monthly,1,31.58447005,170.42,0,0,0,14,3.5,Afternoon,25,5,123.7,182.2963959,1,22,2,2,5954.8,0
C04456,Individual,45,Germany,Standard,Monthly,1,29.135825,177.38,1,0,0,24,7.7,Afternoon,24,19,137.9,63.00568234,1,41,1,2,5741.59,0
C04457,SmallBiz,39,Germany,Premium,Annual,1,22.53435919,72.54,3,0,1,23,9.8,Evening,26,21,109.6,187.5045352,0,-31,3,3,1879.04,0
C04458,Individual,46,India,Standard,Monthly,0,49.24321761,84.68,1,1,0,27,0.8,Morning,25,0,23.8,168.7250345,1,79,2,2,5611.19,0
C04459,Individual,52,Germany,Basic,Monthly,1,37.41237402,147.56,0,0,0,11,9.3,Evening,15,6,142.8,14.52801683,2,-31,0,0,6594.99,0
C04460,Individual,37,India,Standard,Monthly,0,28.86843464,33.3,0,0,0,24,7.4,Morning,30,20,162.8,167.1286179,1,12,3,1,706.07,0
C04461,Individual,22,USA,Basic,Monthly,0,7.623909993,37.38,2,0,0,25,9.8,Afternoon,13,10,32.3,49.55516248,1,-48,3,0,110.72,1
C04462,Individual,56,UK,Premium,Monthly,1,25.36313481,166.12,0,0,0,18,9.9,Night,20,3,193.4,41.85144413,2,1,1,0,3541.59,0
C04463,Enterprise,61,India,Standard,Annual,1,52.84966787,12.44,1,1,0,14,5.7,Evening,25,23,23.1,138.426511,2,34,5,1,488.34,0
C04464,Individual,49,Germany,Standard,Monthly,1,66.47474455,17.14,0,0,0,16,4.9,Morning,15,31,20.1,163.4218298,2,24,3,1,858.62,0
C04465,SmallBiz,56,Germany,Standard,Annual,0,43.72101778,119.36,0,0,1,19,0,Morning,14,0,137.6,198.7417623,1,35,2,2,4314.32,0
C04466,Individual,27,USA,Basic,Annual,0,10.86207723,192.96,0,1,1,28,1.2,Afternoon,18,40,43.1,33.78940703,1,-3,3,5,834,1
C04467,Individual,57,India,Standard,Annual,1,8.657272206,187.22,0,0,0,20,5.7,Night,21,12,138.7,98.07778767,3,28,2,1,2124.52,0
C04468,Individual,34,USA,Basic,Monthly,1,53.1962074,93.79,0,1,0,19,7.6,Morning,21,4,71.6,73.19691823,0,-14,4,1,5269.18,0
C04469,Enterprise,54,India,Basic,Annual,1,29.73189775,161.84,0,0,0,15,9.5,Morning,21,44,63,116.8746783,1,-5,3,1,6451.72,0
C04470,SmallBiz,32,UK,Standard,Monthly,0,4.298346311,142.34,0,0,0,31,1.6,Morning,19,30,121.8,22.57008226,0,34,1,0,152.65,1
C04471,Enterprise,26,Canada,Basic,Quarterly,1,5.223846085,162.69,0,0,1,18,8.6,Morning,15,31,183,5.596027111,0,-1,3,3,1191.69,1
C04472,Enterprise,49,USA,Standard,Annual,1,24.10098623,56.12,1,0,0,20,2.7,Afternoon,15,29,125.9,68.15766143,0,82,2,1,1400.96,0
C04473,Individual,40,Germany,Basic,Monthly,1,11.84960212,72.05,1,0,0,22,8.8,Afternoon,24,19,47.6,170.3358748,5,11,3,0,672.76,0
C04474,Individual,28,USA,Standard,Monthly,1,1.431587037,157.61,1,0,0,26,8.1,Evening,26,43,33.8,53.77701593,1,-11,3,2,345.74,1
C04475,SmallBiz,30,India,Standard,Quarterly,1,59.50192144,61.95,2,0,0,17,5.9,Evening,21,0,72.7,134.2303503,0,-9,2,0,4626.85,0
C04476,Individual,35,USA,Standard,Monthly,1,54.00195702,154,0,0,1,20,0.3,Afternoon,21,44,88.2,74.51117794,1,52,0,2,7042.56,0
C04477,Individual,66,UK,Standard,Quarterly,1,20.66193076,153.02,2,0,0,18,6.8,Morning,28,0,181.8,126.7991975,2,70,1,0,2268.65,0
C04478,Individual,26,India,Premium,Monthly,0,12.79094504,155.26,2,0,0,20,5,Morning,8,30,170.6,62.63014946,1,8,3,1,1616.99,1
C04479,Individual,59,Germany,Basic,Annual,1,18.83013995,92.94,1,0,0,31,1.5,Afternoon,22,49,197.6,121.1915953,0,63,2,0,2260.54,0
C04480,Individual,22,Germany,Standard,Monthly,1,5.063997077,46.61,0,0,0,23,6.3,Morning,14,26,31.7,4.129328696,3,20,2,2,529.02,1
C04481,Individual,60,India,Premium,Annual,1,13.09645864,28.17,0,2,0,22,0.7,Night,22,29,24.2,3.381690005,1,-23,0,4,397.83,1
C04482,Individual,39,UK,Basic,Quarterly,1,39.91046632,46.87,2,0,0,29,3,Evening,23,21,63.5,117.3892714,1,78,4,3,1797.16,0
C04483,Individual,49,USA,Basic,Annual,0,4.811547373,103.25,1,0,1,20,3.2,Afternoon,21,3,147.1,27.9009777,1,-68,0,0,81.4,1
C04484,Individual,64,Canada,Standard,Quarterly,0,10.31561935,59.6,0,1,0,23,0.4,Morning,19,5,139.7,40.0277197,1,-75,2,4,1213.84,0
C04485,Individual,19,Germany,Basic,Monthly,1,1,173.15,0,1,0,26,5.8,Evening,17,3,56.7,39.96067007,1,61,1,0,1188.22,1
C04486,SmallBiz,38,UK,Basic,Quarterly,1,53.1470444,149.33,0,2,1,18,1.3,Evening,12,23,85.7,47.14778815,2,35,1,1,9627.16,0
C04487,Individual,45,UK,Basic,Annual,0,51.79043734,150.72,0,0,0,15,0.8,Afternoon,16,7,37.4,2.864537662,0,-20,2,1,7409.41,0
C04488,Individual,69,UK,Basic,Annual,1,4.4198989,66.25,0,1,0,26,9.8,Night,12,25,119.1,117.1284317,1,40,2,1,621.27,0
