CustomerID,Gender,Age,Country,Plan,ContractType,AutoRenew,TenureMonths,MonthlyCharges,Upgrades,Downgrades,IsPromoEligible,LoginsLast30d,SessionsPerUserLastMonth,PeakUsageTimeOfDay,ActiveDaysLastMonth,LastLoginDaysAgo,UsageTrend3m_Hours,AvgMonthlyUsageHours,SupportTicketsPerMonth,NPS,PaymentDelayDays,FailedPayments_12m,TotalSpend,Churn
C05375,F,18,Canada,Standard,Quarterly,1,11.1,104.11,1,2,0,23,7.2,Morning,19,0,167,122.97,3,-9,4,1,1847.61,0
C05376,M,52,USA,Basic,Monthly,1,39.04,132.7,0,0,1,22,9.2,Morning,11,25,119.3,170.64,3,81,4,0,5550.27,0
C05377,M,45,Canada,Standard,Monthly,1,25.88,22.96,0,1,0,16,7.8,Morning,13,0,0.1,176.73,1,-9,4,2,493.53,0
C05378,M,24,UK,Basic,Monthly,1,47.74,41.29,0,1,0,24,9.7,Afternoon,29,25,111,47.32,3,-46,4,1,2155.92,0
C05379,M,60,India,Standard,Annual,1,38.07,61.24,1,0,0,17,2.6,Afternoon,21,37,27.6,5.01,2,17,1,2,2346.59,0
C05380,F,61,USA,Basic,Monthly,1,2.81,57.28,0,0,1,36,8,Night,17,31,141.5,99.72,3,6,1,1,209.63,1
C05381,M,26,USA,Basic,Quarterly,1,2.13,179.33,2,0,1,28,6.7,Morning,30,0,183.2,17.8,1,-2,5,0,316.71,1
C05382,F,18,Germany,Premium,Quarterly,1,36.14,106.72,1,0,0,10,9.5,Morning,26,52,97.4,111.62,1,20,2,1,2531.09,0
C05383,F,53,Germany,Basic,Monthly,0,28.35,91.39,0,0,0,26,1.4,Afternoon,20,18,63,186.34,4,14,7,2,3034.87,0
C05384,F,51,India,Basic,Monthly,1,20.72,27.02,1,1,0,18,2.3,Evening,19,43,136.3,134.62,0,94,1,2,583.43,0
C05385,F,51,USA,Standard,Quarterly,0,18.75,157.9,2,2,1,20,6.8,Afternoon,29,17,125.5,59.7,0,13,4,0,1970.84,1
C05386,M,34,UK,Basic,Monthly,0,1,10.68,0,0,1,27,9,Night,21,23,131.8,36.36,3,-13,4,2,67.91,1
C05387,M,49,Canada,Basic,Monthly,1,37.81,170.75,0,0,0,23,5.6,Morning,9,29,122.4,16.99,1,32,1,1,8032.15,1
C05388,M,19,Canada,Standard,Monthly,1,16.85,44.4,0,0,0,12,0.5,Evening,8,17,2.6,46.05,0,11,1,2,869.2,1
C05389,F,53,Canada,Premium,Monthly,0,21.66,104.84,0,1,0,15,3.6,Night,11,23,114.2,39.58,2,15,5,0,2279.62,0
C05390,F,42,Germany,Standard,Monthly,1,57.57,77.13,0,0,1,23,8.7,Morning,21,43,72.3,152.24,0,0,3,0,3782.1,0
C05391,F,60,USA,Basic,Monthly,1,1,187.04,0,1,1,24,6,Morning,25,27,83.5,61.31,0,30,3,1,2465.71,1
C05392,F,68,USA,Standard,Quarterly,0,62.13,193.62,0,1,1,12,1.6,Morning,20,28,23,77.51,0,39,0,3,12776.73,1
C05393,F,43,UK,Standard,Monthly,1,42.91,164.24,0,0,1,21,5.6,Afternoon,30,0,63.3,34.36,1,67,7,0,5179.7,0
C05394,M,62,Germany,Standard,Quarterly,0,52.32,127.29,0,0,0,16,8.1,Evening,25,43,196.1,85.65,2,-36,1,2,5990.48,0
C05395,F,43,UK,Basic,Monthly,1,11.92,106.89,0,0,1,22,5.3,Morning,26,42,182.1,41.86,2,-9,1,2,794.73,1
C05396,M,38,USA,Basic,Monthly,1,39.33,54.53,2,1,0,17,2.9,Evening,22,5,13.5,72.89,1,22,6,0,1363.17,0
C05397,F,35,Canada,Premium,Monthly,0,20.28,122.96,0,0,1,30,5.2,Afternoon,21,16,114.9,95.78,1,6,0,2,1724.39,0
C05398,F,46,Germany,Premium,Monthly,1,6.24,135.79,1,0,0,25,1.7,Afternoon,18,26,74.2,25.85,1,23,3,1,1703.28,1
C05399,M,68,Germany,Basic,Monthly,1,29.68,187.77,0,0,0,23,5.4,Afternoon,26,31,85.7,75.17,3,30,4,0,8159.46,0
C05400,M,41,Germany,Basic,Monthly,1,19.56,126.33,0,1,1,24,1.4,Morning,29,13,6.3,0.7,1,-39,3,3,4156.35,1
C05401,F,64,Canada,Premium,Monthly,1,35.99,172.33,2,1,1,21,1,Morning,11,37,17.4,104.15,2,51,1,0,6037.51,0
C05402,F,45,Germany,Basic,Monthly,1,48.89,88.94,1,0,0,16,4.8,Afternoon,13,29,139.8,134.67,1,-15,1,1,4877.46,0
C05403,F,29,India,Basic,Annual,0,22.5,111.63,1,0,0,18,8.6,Evening,7,42,104.6,62.73,2,56,3,3,3246,1
C05404,F,28,Germany,Basic,Annual,0,40.08,184.19,0,0,1,11,0.1,Night,30,34,31.3,13.66,1,-38,2,1,6971.69,0
C05405,M,44,Canada,Basic,Quarterly,1,57.07,151.97,0,0,0,11,7.1,Afternoon,13,29,86.7,193.02,1,31,4,0,7662.92,0
C05406,F,40,Germany,Basic,Monthly,1,51.83,185.26,1,0,0,15,4.1,Afternoon,30,24,116.8,133.3,2,-21,1,0,13938.93,0
C05407,M,50,India,Premium,Monthly,1,49.74,36.47,1,0,1,25,5.7,Night,24,45,93.6,105.1,4,27,1,2,2085.97,0
C05408,F,33,India,Basic,Quarterly,1,33.84,48.69,0,0,1,21,9,Morning,20,19,83.9,50.12,2,11,1,2,2216.57,1
C05409,M,45,Germany,Basic,Annual,0,10.97,65.11,0,1,1,22,9.2,Evening,17,24,62.5,60.47,3,66,2,2,519.37,1
C05410,M,45,USA,Basic,Annual,1,23.99,168.64,1,0,1,22,1.6,Afternoon,8,43,155,53.93,1,50,3,0,4462.91,1
C05411,F,62,USA,Basic,Monthly,1,19.79,84.94,0,0,1,29,4.4,Afternoon,13,20,108.7,49.3,3,23,4,3,869.8,1
C05412,M,55,UK,Basic,Monthly,1,11.27,13.24,1,0,1,25,8.5,Afternoon,25,21,50.5,97.11,1,4,2,1,218.56,0
C05413,F,23,India,Premium,Annual,1,12.49,65.97,0,0,1,23,6.4,Evening,27,38,116.1,0.14,1,15,3,0,1169.95,0
C05414,M,59,USA,Basic,Monthly,1,64.53,30.13,0,0,1,14,1.8,Evening,18,0,96.5,58.49,1,0,0,4,2238.48,1
C05415,F,46,UK,Premium,Quarterly,0,51.15,154.2,1,0,1,12,9,Afternoon,14,19,98,17.1,2,34,3,1,7660.99,0
C05416,M,51,USA,Standard,Monthly,0,17.61,70.13,0,0,0,26,6,Night,13,21,146.8,16.82,1,30,2,2,1576.12,0
C05417,F,20,Germany,Standard,Annual,1,4.72,137.09,0,0,0,15,0.5,Afternoon,26,26,166.3,191.72,1,7,3,2,1365.38,0
C05418,F,23,India,Basic,Monthly,1,5.49,79.65,0,0,1,22,2.2,Night,14,19,174,128.28,3,59,1,1,983.92,0
C05419,M,65,USA,Basic,Quarterly,1,8.93,188.08,3,0,1,25,9.2,Afternoon,22,10,156.7,39.57,0,25,2,1,836.06,1
C05420,M,55,Germany,Basic,Quarterly,1,24.18,58.57,1,1,0,25,9.3,Afternoon,21,9,19,124.87,1,-43,2,0,1134.77,0
C05421,M,30,UK,Standard,Monthly,1,46.24,119.56,0,0,0,22,3,Afternoon,12,17,57.7,189.54,1,22,3,0,5504.67,0
C05422,M,53,Germany,Basic,Monthly,0,6.62,118.46,0,1,1,25,0.8,Afternoon,7,11,56.8,20.06,2,70,2,1,1372.5,1
C05423,F,32,UK,Standard,Monthly,1,28.43,123.14,1,1,0,24,6.6,Morning,27,51,118.8,21.33,2,26,2,0,2767.73,0
C05424,M,23,USA,Standard,Monthly,0,58.43,51.47,0,0,0,16,2.1,Morning,28,2,133.1,69.91,1,4,3,1,3427.21,0
C05425,F,50,Canada,Standard,Monthly,0,11.27,71.66,0,1,1,25,2.8,Afternoon,19,0,104.8,65.13,1,-39,3,1,795.59,1
C05426,M,58,Germany,Basic,Annual,1,51.91,49.89,0,3,0,19,6.1,Evening,21,65,125.3,96.51,1,26,2,1,2037.83,0
C05427,F,29,Canada,Basic,Quarterly,1,64.02,14.42,1,0,0,21,9.8,Evening,17,28,169.8,190.61,1,21,1,0,698.41,0
C05428,F,60,India,Premium,Quarterly,1,1.32,131.92,2,0,1,25,6.1,Afternoon,30,7,21.6,50.96,2,-33,3,1,1353.66,1
C05429,F,30,Canada,Basic,Monthly,1,39.71,199.22,0,1,0,16,0.1,Night,18,28,117.1,188.43,2,50,3,4,8297.97,0
C05430,F,50,India,Basic,Monthly,1,25.91,142,0,0,0,20,0.2,Evening,7,20,169.4,1.17,1,-10,2,1,2698.86,1
C05431,M,68,USA,Basic,Monthly,1,15.96,161.29,0,0,1,23,6.3,Morning,12,6,57.5,20.03,2,33,3,2,5290.69,0
C05432,M,45,USA,Standard,Quarterly,1,4.26,18.54,0,1,1,17,9.1,Afternoon,16,8,34.7,89.05,2,-12,2,2,167.12,1
C05433,F,53,Germany,Basic,Monthly,1,22.27,148.8,1,2,1,12,4.3,Afternoon,22,25,7.6,7.23,3,-15,3,1,4967.93,0
C05434,M,22,Canada,Standard,Monthly,1,32.46,111.62,1,0,1,15,5,Night,16,28,53.8,116.06,2,-4,4,0,4388.27,0
C05435,M,42,India,Standard,Monthly,0,6.12,63.1,1,1,0,29,0.2,Evening,19,9,79.8,76.63,2,65,3,2,134.8,1
C05436,F,34,India,Standard,Monthly,1,18.13,123.93,2,0,1,25,8.8,Afternoon,26,38,143.1,29.66,0,66,6,0,2233.14,0
C05437,M,54,Canada,Standard,Monthly,0,49.78,144.99,0,0,0,25,3.7,Morning,23,17,87,203.41,1,37,4,0,7421.21,0
C05438,M,36,USA,Standard,Quarterly,1,39.94,188.24,0,0,0,17,7.7,Night,17,39,176.6,31.64,2,-16,5,1,5814.18,0
C05439,M,52,USA,Basic,Annual,0,17.77,47.99,1,0,0,17,9.9,Evening,16,14,135.6,26.68,1,-9,4,1,856.89,0
C05440,F,60,India,Basic,Monthly,1,54.59,140.84,1,1,0,23,4,Night,21,15,197.7,65.27,1,31,3,2,9503.63,0
C05441,M,51,Germany,Basic,Quarterly,0,32.12,118.68,1,2,0,20,6.9,Night,20,13,42.3,175.35,2,47,1,0,3841.14,0
C05442,F,63,USA,Standard,Quarterly,0,29.53,122.47,1,0,0,20,7.7,Morning,6,18,106,56.44,2,40,0,1,3392.03,1
C05443,M,23,UK,Basic,Quarterly,1,21.94,28.43,1,0,1,18,1,Evening,16,40,155.1,85.05,3,60,0,2,610.01,0
C05444,M,36,India,Basic,Monthly,1,51.43,93.63,1,1,0,18,6.9,Night,16,35,159.7,15.36,1,33,2,1,6267.21,0
C05445,M,18,Canada,Basic,Quarterly,0,32.67,128.94,0,0,1,13,1.3,Morning,21,3,32.3,49.77,2,0,3,1,4747.79,0
C05446,F,24,Canada,Basic,Quarterly,1,27.15,49.02,0,1,0,25,5.7,Afternoon,21,21,193.2,106.71,0,-36,2,2,1089.92,0
C05447,F,51,India,Basic,Annual,1,27,54.54,0,1,1,16,0.9,Afternoon,23,0,41,117.04,2,-19,0,1,1761.5,0
C05448,M,36,India,Basic,Quarterly,1,11.74,124.01,1,1,1,30,1.5,Morning,17,25,151.8,139.65,0,-10,3,0,2395.35,0
C05449,F,50,USA,Basic,Monthly,0,15.86,142.04,0,0,1,27,7.4,Morning,22,31,200,51.23,1,69,1,0,1704.9,1
C05450,M,43,India,Standard,Quarterly,0,18.31,48.43,0,0,1,30,7.7,Night,26,0,123.9,116.85,0,-2,1,0,745.84,0
C05451,F,58,India,Standard,Annual,1,45.27,122.36,0,1,1,23,8.5,Night,18,12,187.5,206.01,2,-11,1,1,4136.84,0
C05452,F,66,UK,Basic,Monthly,1,45.16,91.82,1,0,0,21,7.5,Night,21,28,119.5,83.53,1,-35,1,2,3233.46,0
C05453,M,59,Canada,Standard,Monthly,1,16.27,41.45,0,0,0,30,7.1,Morning,13,14,172.3,166.64,2,25,2,0,930.47,0
C05454,M,44,USA,Basic,Quarterly,1,8.36,29.33,0,0,1,19,4.1,Morning,19,19,95.8,75.11,3,-5,1,1,33.19,1
C05455,M,55,Germany,Basic,Quarterly,1,5.26,157.86,0,1,0,23,2.5,Night,30,11,7.3,63.89,1,1,5,1,315.14,1
C05456,M,43,USA,Basic,Monthly,1,14.21,67.21,0,0,1,24,9.2,Afternoon,20,50,106.2,58.13,3,5,2,1,1381.6,0
C05457,F,52,Canada,Basic,Monthly,1,41.74,35.41,2,1,0,18,2.9,Evening,25,41,136.4,8.9,5,-16,1,2,1707.1,0
C05458,F,37,Germany,Standard,Quarterly,1,44.61,131.81,0,1,1,21,0.6,Evening,15,21,135.3,25.54,3,4,0,1,7931.01,0
C05459,F,41,India,Standard,Annual,1,27.81,75.41,0,1,0,19,1.9,Night,23,0,63.3,14.88,4,-52,3,0,1757.2,0
C05460,M,64,UK,Standard,Monthly,0,10.23,17.25,1,0,0,25,5.8,Evening,30,43,47.4,15.75,4,-63,2,0,257.07,0
C05461,M,38,UK,Basic,Quarterly,1,11.47,189.37,1,0,0,17,7.1,Afternoon,27,17,139.1,34.39,3,5,2,2,2383.57,0
C05462,F,43,Canada,Standard,Monthly,1,30.09,137.78,0,0,1,18,9.9,Afternoon,29,0,168.3,124.32,0,-6,1,1,4008.01,0
C05463,M,37,Canada,Basic,Monthly,1,35.81,46.33,1,0,0,27,8.4,Morning,22,21,55,38.73,4,-14,3,4,1847.34,1
C05464,F,23,UK,Standard,Annual,1,49.85,19.3,0,1,0,16,5.6,Night,29,26,34.2,185.93,1,-4,2,0,1348.83,0
C05465,F,20,Germany,Standard,Annual,1,47.67,103.61,1,0,0,15,9,Afternoon,24,12,152.6,44.03,2,16,1,0,3524.43,0
C05466,F,27,Germany,Standard,Monthly,1,9.44,199.23,0,1,1,38,9.1,Evening,20,37,115.3,78.46,1,5,2,2,2125.05,0
C05467,F,29,USA,Basic,Quarterly,1,24.31,80.6,0,0,0,13,2.3,Evening,5,38,98,23.22,1,45,2,1,1229.14,1
C05468,F,50,India,Standard,Quarterly,1,32.34,177.17,0,1,0,18,1.1,Morning,26,2,80.6,104.66,2,5,5,1,7050.37,0
C05469,M,39,Germany,Standard,Annual,1,32.64,145.61,1,0,0,27,2,Morning,20,19,121.9,101.17,1,16,2,2,3893.47,0
C05470,M,33,India,Standard,Monthly,1,49.41,58.88,1,0,0,4,9.9,Afternoon,18,5,36.2,13.29,1,26,2,1,4149.09,1
C05471,M,34,Canada,Standard,Annual,1,45.73,18.35,0,2,0,15,0.5,Morning,19,38,161.8,33.95,1,52,2,0,721.85,0
C05472,F,27,Germany,Standard,Monthly,1,61,177.71,0,0,0,16,7.2,Afternoon,17,35,132.3,122.78,1,57,3,2,11446.68,0
C05473,F,29,Germany,Basic,Annual,1,64.54,163.62,1,1,0,13,1.1,Morning,24,20,97.2,6.14,2,-6,1,0,11648.7,0
C05474,F,36,Germany,Standard,Annual,1,33.95,144.32,0,1,0,8,4,Afternoon,7,9,54.7,28.46,1,23,2,2,7690.52,1
C05475,F,57,USA,Standard,Quarterly,0,52.7,195.92,0,0,0,10,7,Afternoon,9,31,1.7,24.39,3,8,4,0,9887.16,1
C05476,M,40,Canada,Standard,Monthly,0,37.47,188.69,0,1,0,22,2.1,Morning,19,18,104,31.56,2,-28,4,1,6855.31,0
C05477,M,57,UK,Basic,Quarterly,1,1,46.7,1,0,1,30,4.3,Night,12,24,101.5,47.31,1,59,4,2,227.52,1
C05478,F,27,USA,Premium,Monthly,1,61.1,109.81,0,0,1,20,7.9,Afternoon,5,1,32.3,43.88,2,-11,1,1,4807.21,1
C05479,F,27,USA,Basic,Monthly,1,11.28,49.4,0,0,1,21,4.1,Night,21,26,72.7,76.52,5,4,2,1,1123.71,0
C05480,F,67,Germany,Premium,Annual,0,50.08,179.28,1,0,1,14,2.6,Morning,26,0,106.4,186.75,0,-15,5,2,11376.85,0
C05481,M,27,USA,Basic,Quarterly,0,39.67,17.93,1,1,0,21,4.5,Afternoon,23,0,35.8,79.4,4,-26,0,1,618.16,0
C05482,M,56,UK,Standard,Monthly,1,37.08,143.15,0,1,0,27,4.5,Night,21,48,137.6,117.83,4,7,4,2,6319.19,0
C05483,M,47,USA,Basic,Quarterly,1,32.86,138.44,1,0,0,21,5.4,Afternoon,23,11,80.6,40.65,2,28,1,3,4110.33,0
C05484,F,21,USA,Standard,Annual,0,66.64,51.95,1,0,0,14,1,Morning,19,0,188.3,25.05,1,7,2,3,2928.44,0
C05485,F,18,Germany,Basic,Quarterly,1,42.8,185.25,1,1,1,20,0.9,Night,25,27,83.9,59.51,1,15,1,0,4643.2,0
C05486,M,60,Canada,Standard,Monthly,1,35.84,122.72,1,0,0,14,0.4,Night,27,26,34.5,85.02,2,-12,4,1,5281.47,0
C05487,F,36,UK,Standard,Quarterly,0,38.33,182.84,0,0,0,14,1.7,Morning,20,17,181.3,188.28,1,-10,3,1,8280.55,0
C05488,M,22,Germany,Standard,Quarterly,0,51.37,98.6,0,0,0,13,1.7,Morning,7,11,85.6,80.42,1,62,2,0,6981.15,1
C05489,F,47,USA,Standard,Quarterly,0,26.24,163.84,2,0,0,17,3,Evening,22,34,13.5,149.13,0,40,1,1,8660.14,0
C05490,M,43,UK,Standard,Quarterly,1,20.82,164.57,1,1,0,35,8.4,Evening,24,5,170.2,2.72,3,-10,2,0,3166.59,0
C05491,F,57,India,Standard,Annual,1,6.77,135.98,2,1,0,28,5.5,Morning,29,27,68.4,62.39,0,-43,1,0,1865.58,0
C05492,M,51,USA,Basic,Monthly,1,11.06,91.1,0,0,0,30,4.5,Afternoon,30,41,60.6,23.46,1,10,3,3,264.31,1
C05493,M,19,Canada,Standard,Monthly,0,1,181.71,2,1,1,24,7.4,Night,20,0,20.7,10.95,2,23,2,1,936.42,1
C05494,M,41,USA,Premium,Annual,1,46.76,168.21,0,0,0,8,3.1,Evening,29,23,96.2,93.26,3,-20,0,2,9466.59,0
C05495,M,31,Canada,Premium,Monthly,1,8.87,53.81,1,1,0,20,7.4,Evening,26,6,53.5,28.16,1,23,2,2,397.68,1
C05496,M,58,India,Basic,Quarterly,1,44.45,91.58,1,0,1,21,4.3,Evening,25,20,50.7,189.88,3,-25,3,2,3446.45,0
C05497,M,59,Germany,Basic,Monthly,1,41.6,36.74,1,1,0,22,8.2,Morning,23,0,45.2,53.23,2,10,3,1,1492.57,0
C05498,F,30,Germany,Standard,Annual,1,8.06,14.89,0,0,1,24,2.7,Afternoon,30,37,179.2,37.55,2,91,1,1,80.62,1
C05499,F,46,Germany,Standard,Monthly,1,25.56,24.63,1,0,1,22,1.9,Evening,22,36,121.5,105.85,1,0,5,2,432.64,0
C05500,F,18,UK,Basic,Annual,1,48.19,28.65,1,0,0,11,7,Evening,30,24,30.1,142.13,3,3,3,0,1607.11,0
C05501,M,63,Canada,Basic,Monthly,1,30.1,76.11,1,0,0,13,5.2,Night,18,7,143.6,100.8,5,5,3,1,2211.46,0
C05502,M,51,USA,Standard,Monthly,1,3.88,186,2,0,1,24,6.2,Evening,29,17,103.9,59.59,0,16,3,1,2628.56,0
C05503,F,21,UK,Basic,Monthly,0,16.14,121.62,1,0,1,30,3.8,Night,20,19,112.5,85.12,1,23,2,3,2415.43,0
C05504,M,45,UK,Standard,Annual,1,23.51,177.15,1,0,1,24,8.2,Morning,15,34,67.3,134.26,1,56,2,2,4678.26,0
C05505,M,36,USA,Standard,Annual,1,55.94,18.98,1,0,0,10,6.9,Afternoon,18,50,101.8,108.06,0,55,2,0,1024.9,0
C05506,M,18,India,Standard,Annual,1,48.26,130.26,0,0,0,17,9,Morning,24,37,15.5,26.85,4,33,2,2,8679.26,0
C05507,M,53,Germany,Standard,Quarterly,1,34.4,108.96,1,0,1,27,9.7,Evening,20,0,69.8,34.13,2,0,3,1,4282.71,0
C05508,M,60,India,Standard,Monthly,1,27.61,40.42,1,0,0,19,9.1,Night,14,34,30.2,165.38,0,-49,3,1,883.59,0
C05509,F,30,India,Basic,Monthly,1,12.85,51.24,0,1,0,21,3.2,Evening,9,0,195.5,44.42,2,-9,2,3,468.65,1
C05510,F,67,Germany,Standard,Monthly,1,33.98,38.95,0,1,1,27,9.6,Afternoon,3,36,120.1,53.79,0,-8,4,2,1767.31,1
C05511,F,59,India,Premium,Quarterly,0,38.89,55.42,0,0,1,22,1.1,Night,8,31,21.2,10.61,1,-10,2,0,1832.24,1
C05512,F,22,UK,Basic,Monthly,1,33.87,10.29,0,0,0,20,3.5,Afternoon,23,0,193.3,43.06,1,-7,1,0,305.08,0
C05513,F,50,USA,Basic,Quarterly,1,21.72,69.83,0,0,0,24,2.7,Evening,22,19,166.5,75.51,0,-39,2,1,915.49,1
C05514,M,31,UK,Standard,Annual,1,38.75,196.36,0,2,0,27,8.5,Morning,23,27,186.6,155.13,2,29,3,1,4484.07,0
C05515,M,33,UK,Basic,Monthly,1,57.06,129.22,1,0,0,25,3.1,Afternoon,11,13,101.2,204.99,1,14,3,2,8643.28,0
C05516,M,49,Canada,Standard,Monthly,0,15.47,112.47,0,0,1,31,0.6,Night,11,42,165.4,112.22,1,19,0,3,2265.78,0
C05517,M,67,Germany,Basic,Monthly,1,20.74,114.21,1,1,1,25,4.3,Night,20,23,152.9,18.62,1,44,2,1,2578.55,0
C05518,F,44,Germany,Basic,Monthly,1,17.87,123.99,0,1,0,29,5.4,Afternoon,24,28,17.6,142.67,1,12,1,2,2332.63,0
C05519,F,52,UK,Standard,Quarterly,1,18.44,150.64,2,0,1,20,3.1,Night,11,39,63.3,33.65,1,32,2,0,1261.51,1
C05520,F,20,Germany,Basic,Quarterly,1,44.9,161.24,0,1,1,27,4.4,Night,17,4,29.5,6.3,1,43,4,2,5735.01,0
C05521,M,21,Canada,Standard,Quarterly,1,38.45,15.56,1,0,1,26,7.7,Evening,18,37,91.6,169.56,0,-1,5,0,618.72,0
C05522,F,24,USA,Premium,Quarterly,1,29.39,45.44,0,0,0,17,4.2,Morning,24,16,102.1,82.21,0,28,4,1,1179.84,0
C05523,M,30,India,Basic,Monthly,0,16.81,41.44,0,0,0,22,8.8,Night,30,4,74.4,5.2,1,4,5,1,817.42,0
C05524,F,58,Germany,Premium,Monthly,0,50.3,82.11,0,0,0,16,0.2,Afternoon,30,34,37.4,207.97,1,-6,2,1,3352.39,0
C05525,F,20,UK,Premium,Monthly,0,62.74,60.48,2,1,0,13,7.8,Afternoon,15,15,187.5,173.98,2,-98,1,0,4419.19,0
C05526,M,34,Germany,Basic,Monthly,1,40.55,165.53,2,0,0,19,9.7,Evening,16,14,61.3,207.97,1,-38,4,1,7248.23,0
C05527,M,64,UK,Basic,Annual,1,58.24,88.05,0,0,0,9,1.1,Morning,16,16,27.6,181.15,3,95,4,1,3598.95,0
C05528,F,27,India,Premium,Annual,1,37.77,169.72,0,0,1,15,6.7,Night,25,0,181.2,13.83,0,-65,2,0,7079.46,1
C05529,F,64,Germany,Basic,Quarterly,1,44.45,145.84,0,2,1,15,0.4,Morning,18,15,21.2,207.97,1,5,2,0,5644.73,0
C05530,M,18,India,Standard,Monthly,1,26.74,93.53,0,1,0,25,0.5,Night,30,12,161.8,12.57,0,86,1,0,1660.07,0
C05531,F,45,UK,Basic,Monthly,0,27.8,191.99,1,0,0,20,2.2,Evening,28,0,93.3,145.55,2,91,1,2,5113.55,0
C05532,F,27,Canada,Standard,Monthly,0,47.69,160.13,0,0,0,19,3.4,Evening,21,28,155.5,174.37,1,-16,6,1,8745.66,0
C05533,M,24,Canada,Basic,Monthly,1,1.35,143.45,0,1,1,27,8.5,Afternoon,17,15,87.7,54,1,39,1,0,1419.4,1
C05534,F,56,USA,Basic,Annual,1,35.95,158.79,0,0,0,22,4.3,Morning,16,0,37.7,120.61,4,15,6,0,5657.09,0
C05535,M,20,UK,Basic,Monthly,1,16.82,89.66,0,0,1,26,8.5,Morning,11,3,103,52.69,0,-4,1,3,1521.93,1
C05536,F,24,UK,Basic,Quarterly,0,25.48,31.08,1,0,1,10,7.1,Morning,9,15,188.6,8.19,1,25,4,2,1141.28,1
C05537,M,26,UK,Basic,Quarterly,1,3.21,88.14,1,0,0,19,9.9,Night,22,21,128.1,27.36,0,8,1,1,726.2,1
C05538,F,57,Canada,Standard,Annual,1,2.11,107.95,1,0,0,26,4,Afternoon,18,27,68.3,33.47,0,39,4,2,754.91,1
C05539,M,52,Canada,Standard,Monthly,1,16.02,30.25,3,1,0,29,9.9,Afternoon,14,43,28.1,109.5,1,-16,4,2,314.58,0
C05540,F,43,Canada,Basic,Monthly,1,28.73,80.36,1,0,0,24,7.5,Morning,24,31,85.7,45.53,0,8,4,2,2502.79,0
C05541,M,22,Germany,Basic,Monthly,1,35.15,186.24,0,1,0,21,2.6,Afternoon,26,23,194.5,99.27,3,3,0,0,8148.54,0
C05542,F,30,Germany,Standard,Monthly,1,22.52,35.15,0,0,0,24,1.7,Night,15,0,26.6,34.16,0,-52,3,4,489.93,1
C05543,F,62,Canada,Standard,Monthly,1,2.77,129.01,1,0,0,32,4.4,Night,30,0,107,68.5,1,24,4,0,290.81,1
C05544,F,47,India,Standard,Monthly,0,21.99,170.48,0,0,0,25,6.8,Night,22,7,182.8,35.4,1,-41,2,3,4030.15,1
C05545,F,57,Germany,Standard,Monthly,1,1,149.15,0,0,1,31,1.1,Afternoon,16,23,157.3,2.03,2,3,4,0,346.15,1
C05546,F,67,Germany,Standard,Monthly,1,24.65,46.98,1,0,0,25,3.6,Night,12,20,83,71.44,0,-9,3,2,1179.34,0
C05547,F,56,Germany,Basic,Monthly,1,17.35,87.56,3,1,1,16,6.1,Night,30,29,50.3,17.16,0,42,2,1,1094.13,1
C05548,F,27,Germany,Premium,Monthly,1,56.81,116.73,1,0,0,18,5.2,Afternoon,16,15,63.3,113.72,2,27,0,2,6602.21,0
C05549,F,59,USA,Premium,Monthly,1,57.35,35.44,0,1,1,17,8.4,Night,19,17,86.6,130.04,0,40,3,0,1511.92,0
C05550,F,40,Germany,Basic,Annual,0,11.74,59.45,2,0,0,14,1.3,Morning,21,22,39.1,181.87,1,-26,4,2,644.45,0
C05551,M,28,India,Basic,Quarterly,1,33.16,135.29,0,0,0,19,6.9,Night,22,0,56.1,163.18,3,13,5,3,3960.66,0
C05552,M,29,USA,Standard,Monthly,0,6.12,168.54,0,0,0,18,7.6,Afternoon,25,0,107.4,58.48,3,11,3,4,149.39,1
C05553,F,30,Germany,Basic,Monthly,1,14.12,188.89,0,0,0,14,8.3,Evening,16,23,155.3,63.87,2,34,1,0,2425.55,0
C05554,M,57,UK,Standard,Quarterly,1,46.7,49.94,0,0,1,14,8.6,Evening,29,26,156.7,43.05,1,-28,1,1,2274.19,0
C05555,F,66,USA,Standard,Monthly,1,5.28,113.47,0,0,0,20,9.9,Night,29,26,40.6,14.91,1,-2,2,2,719.59,1
C05556,F,63,Germany,Basic,Annual,1,38.75,131.02,0,3,0,19,6,Morning,10,16,87.9,84.74,3,-26,1,0,3739.33,0
C05557,M,66,India,Standard,Annual,1,6.61,146.38,0,0,0,27,8.7,Afternoon,14,12,75.9,128.29,3,37,2,0,2027.49,0
C05558,F,68,Canada,Basic,Monthly,1,13.92,134.23,1,2,0,20,8.8,Night,15,42,180.5,76.65,3,0,1,0,754.18,1
C05559,F,33,Germany,Basic,Quarterly,0,25.34,158.6,0,1,1,27,3.5,Morning,22,19,90.6,12.2,2,40,4,2,2098.83,0
C05560,M,26,UK,Standard,Monthly,0,25.56,86.29,1,0,1,24,5.1,Morning,10,4,59.3,149.34,2,28,0,0,2311.62,0
C05561,M,69,India,Basic,Monthly,1,6.36,108.36,1,0,1,23,8,Night,19,25,158.9,82.68,0,30,2,0,1786.02,0
C05562,F,27,USA,Basic,Annual,1,22.32,41.22,0,0,0,26,7.5,Morning,6,32,75.6,44.81,1,25,0,0,698.85,1
